coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_roaster_location;roaster_country;origin_country_clean
Competition Blend;94;Floyd, Virginia;Yirgacheffe growing region, southern Ethiopia;Light;$16.99/12 ounces;62;84;4.99;16.99;Ethiopia;Floyd, Virginia;USA;Ethiopia
Bean Brain Reserve Suke Quto Ethiopia Sidamo Espresso;94;San Diego, California;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia;Medium Light;$19.00/12 ounces;60;80;5.59;19;Ethiopia;San Diego, California;USA;Ethiopia
Hambela Ethiopia;96;Lee, Massachusetts;Hambela Wamena District, Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.45/12 ounces;57;82;5.13;17.45;Ethiopia;Lee, Massachusetts;USA;Ethiopia
Drima Zede Ethiopia;94;Suzhou, China;Yirgacheffe growing region, southern Ethiopia;Medium Light;CNY $90/227 grams;57;82;39.65;;Ethiopia;Suzhou, China;China;Ethiopia
Ecuador Juan Peña;94;San Francisco, California;Saraguru growing region, southern Ecuador;Light;$20.00/250 grams;64;78;8;0.705467372;Ecuador;San Francisco, California;USA;Ecuador
Kenya Othaya Peaberry;94;New Orleans, Louisiana;Nyeri growing region, central Kenya;Medium Light;$14.75/12 ounces;55;80;4.34;14.75;Kenya;New Orleans, Louisiana;USA;Kenya
Organic Ethiopia Aramo Natural;94;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Light;$17.75/12 ounces;64;84;5.22;17.75;Ethiopia;Driftless, Wisconsin;USA;Ethiopia
Love Shack (Kenya);94;Post Falls, Idaho;Kenya;Medium Light;$17.50/12 ounces;54;78;5.14;45794;Kenya;Post Falls, Idaho;USA;Kenya
100% Kona Bourbon Pointu Laurina;94;Holulaloa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii;Medium Light;$34.95/8 ounces;56;78;15.41;34.95;Hawaii;Holualoa, Hawaii;USA;United States
Costa Rica Alberto Guardia Venecia Natural;95;Sacramento, California;Central Valley, Costa Rica;Light;$18.50/12 ounces;60;82;5.44;45795;Rica;Sacramento, California;USA;Costa Rica
Adame Gorbota Espresso;95;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$17.50/12 ounces;56;72;5.14;45794;Ethiopia;Madison, Wisconsin;USA;Ethiopia
El Aguila Pacamara Espresso;94;Santa Ana growing region, El Salvador;Santa Ana growing region, El Salvador;Medium Light;$15.75/12 ounces;60;80;4.63;15.75;Salvador;Santa Ana, El Salvador;El Salvador;El Salvador
Ethiopia Natural Yirgacheffe Banko Gutiti Coop;95;Chia-Yi, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia;Light;NT $600/16 ounces;62;84;132.28;600;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Ethiopia Natural Sidamo Guji Shakisso;94;Chia-Yi, Taiwan;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;NT $500/16 ounces;53;81;110.23;500;Ethiopia;Chia-Yi, Taiwan;Taiwan;Ethiopia
Colombia Granja La Esperanza Las Margaritas Sudan Rume;95;Topeka, Kansas;Valle del Cauca growing region, Colombia;Medium Light;$35.00/8 ounces;52;78;15.43;35;Colombia;Topeka, Kansas;USA;Colombia
Adame Gorbota Ethiopia;94;Madison, Wisconsin;Yirgacheffe growing region, south-central Ethiopia;Medium Light;$17.50/12 ounces;54;82;5.14;45794;Ethiopia;Madison, Wisconsin;USA;Ethiopia
Ethiopia Yirgacheffe Adado;94;Bedford, New Hampshire;Yirgacheffe growing region, southern Ethiopia;Medium Light;$15.50/12 ounces;55;78;4.56;45792;Ethiopia;Bedford, New Hampshire;USA;Ethiopia
Panama Ratibor Hartmann Natural;95;Sacramento, California;Santa Clara, Piedra Candela, Volcan growing region, western Panama;Medium Light;$17.50/12 ounces;58;80;5.14;45794;Panama;Sacramento, California;USA;Panama
Kenya AA Nyeri Tambaya;94;Floyd, Virginia;Nyeri growing region, south-central Kenya;Light;$15.49/12 ounces;60;84;4.55;15.49;Kenya;Floyd, Virginia;USA;Kenya
Costa Rica Las Lajas Red Honey;94;Floyd, Virginia;Sabanilla de Alajuela growing region, Costa Rica;Medium Light;$16.49/12 ounces;53;77;4.85;16.49;Rica;Floyd, Virginia;USA;Costa Rica
Bernachon Panama Geisha;95;Taipei, Taiwan;Boquete growing region, western Panama;Medium Light;NT $2800/454 grams;60;76;616.74;98.7654321;Panama;Taipei, Taiwan;Taiwan;Panama
Panama La Esmeralda Geisha Bosque Natural;97;Sacramento, California;Boquete growing region, western Panama;Medium Light;$62.00/8 ounces;59;82;27.34;62;Panama;Sacramento, California;USA;Panama
Harfusa Ethiopia Yirgacheffe Fair Trade Organic;95;Madison, Wisconsin;Yirgacheffe growing region, southern Ethiopia;Medium Light;$17.80/12 ounces;54;76;5.23;45886;Ethiopia;Madison, Wisconsin;USA;Ethiopia
ASOPCAFA Colombia;94;Madison, Wisconsin;Huila Department, southern Colombia;Medium Light;$14.85/12 ounces;60;77;4.37;14.85;Colombia;Madison, Wisconsin;USA;Colombia
Guatemala San Sebastian Natural;95;San Francisco, California;Antigua Valley, Guatemala;Medium Light;$14.50/250 grams;59;78;5.8;0.511463845;Guatemala;San Francisco, California;USA;Guatemala
Ethiopia Hachira Natural Espresso;94;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Light;$22.50/250 grams;62;87;9;0.793650794;Ethiopia;San Francisco, California;USA;Ethiopia
Ethiopia Kochere Espresso Profile;94;San Francisco, California;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.00/320 grams;50;79;5.62;0.634920635;Ethiopia;San Francisco, California;USA;Ethiopia
Kenya Nyeri Kiama FCS Ichuga Factory Peaberry;95;Seattle, Washington;South-central Kenya;Medium;$19.50/12 ounces;49;68;5.73;45796;Kenya;Seattle, Washington;USA;Kenya
Kenya Nyeri Thageini;94;Belmar, New Jersey;South-central Kenya;Medium Light;$18.00/12 ounces;54;68;5.29;18;Kenya;Belmar, New Jersey;USA;Kenya
Kenya AA Lot-125 “Queen Flora”;95;Taoyuan City, Taiwan;Kenya;Medium Dark;NT $900/8 ounces;44;56;396.83;900;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Ethiopia Natural Yirgacheffe Phoenix Special “King Solomon”;94;Taoyuan City, Taiwan;Yirgacheffe growing region, southern Ethiopia, Sidama (also Sidamo) growing region, southern Ethiopia;Medium;NT $800/8 ounces;48;60;352.73;800;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Fully Washed Ethiopia Phoenix Special “Dr. Evil”;94;Taoyuan City, Taiwan;Ethiopia;Medium;NT $700/8 ounces;45;57;308.64;700;Ethiopia;Taoyuan, Taiwan;Taiwan;Ethiopia
Sulawesi “Tanah Kebangkitan” Phoenix Special Espresso;94;Taoyuan City, Taiwan;Toraja growing region, South Sulawesi, Indonesia;Medium Dark;NT $700/8 ounces;44;56;308.64;700;Indonesia;Taoyuan, Taiwan;Taiwan;Indonesia
Kenya AA Lot-122 “Excalibur” Espresso;94;Taoyuan City, Taiwan;Kenya;Medium Dark;NT $900/8 ounces;45;54;396.83;900;Kenya;Taoyuan, Taiwan;Taiwan;Kenya
Panama Elida Natural Lot #13;95;Sacramento, California;Boquete growing region, western Panama;Light;$20.00/250 grams;63;86;8;0.705467372;Panama;Sacramento, California;USA;Panama
Emma’s Jo: The Leam Hammer Competition Espresso;95;Boulder, Colorado;Central America, South America, East Africa;Medium Light;$18.00/12 ounces;55;75;5.29;18;Africa;Boulder, Colorado;USA;
Costa Rica Sumava Natural Lot;94;Sacramento, California;Lourdes de Naranjo, West Valley, Costa Rica;Light;$20.00/250 grams;61;85;8;0.705467372;Rica;Sacramento, California;USA;Costa Rica
Panama Auromar Geisha Natural Peaberry;96;Topeka, Kansas;Boquete growing region, western Panama;Medium Light;$40.00/8 ounces;53;70;17.64;40;Panama;Topeka, Kansas;USA;Panama
El Burro Geisha Tachi Natural;95;Ovledo, Florida;Boquete growing region, western Panama;Medium Light;$46.95/12 ounces;55;75;13.8;46.95;Panama;Ovledo, Florida;USA;Panama
Holiday Blend;95;Bozeman, Montana;Ethiopia, Kenya.;Medium Light;$15.25/12 ounces;54;77;4.48;15.25;;Bozeman, Montana;USA;
Holiday Blend;95;Kaohsiung, Taiwan;Guatemala, Ethiopia.;Light;$25.00/8 ounces;66;82;11.02;25;;Kaohsiung, Taiwan;Taiwan;
Nicaragua Pacamara Los Congos Lot #8;95;Sacramento, California;San Fernando, Nueva Segovia region, Nicaragua;Light;$20.00/250 grams;68;82;8;0.705467372;Nicaragua;Sacramento, California;USA;Nicaragua
Panama Boquete Kotowa Gesha Natural;94;Torrington, Connecticut;Boquete growing region, western Panama;Light;$45.00/8 ounces;64;84;19.84;45;Panama;Torrington, Connecticut;USA;Panama
Holiday Blend;94;Olympia, Washington;Honduras, Kenya, Ethiopia;Medium Light;$18.90/12 ounces;59;70;5.56;45918;Ethiopia;Olympia, Washington;USA;Ethiopia
Panama Finca Auromar Camilina Natural;94;Branford, Connecticut;Piedra Candela, Chiriqui Province, western Panama;Light;$50.00/8 ounces;66;90;22.05;50;Panama;Branford, Connecticut;USA;Panama
El Aguila SL-28 El Salvador;94;Madison, Wisconsin;Santa Ana growing region, El Salvador;Medium Light;$18.75/12 ounces;58;77;5.51;18.75;Salvador;Madison, Wisconsin;USA;El Salvador
Ethiopia Sidama Special Lot Natural;95;Boulder, Colorado;Guji Zone, Sidama Province, southern Ethiopia;Light;$18.00/12 ounces;63;86;5.29;18;Ethiopia;Boulder, Colorado;USA;Ethiopia
Panama Finca Deborah Caturra Natural;94;Sacramento, California;Chiriqui, Boquete growing region, western Panama;Light;$20.00/8 ounces;65;88;8.82;20;Panama;Sacramento, California;USA;Panama
Nekisse Red N2 Level 39;96;Pu'Er Yunnan Province, China;Sidamo (also Sidama) growing region, southern Ethiopia;Medium Light;RMB $235/125 grams;63;74;188;;Ethiopia;Pu’Er, China;China;Ethiopia
Panama La Esmeralda Bosque Lot 1 Gesha;94;San Diego, California;Boquete growing region, western Panama;Light;$48.00/8 ounces;64;85;21.16;48;Panama;San Diego, California;USA;Panama
Finca La Mula Panama Geisha Natural;95;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.95/8 ounces;52;73;22.02;49.95;;Madison, Wisconsin;USA;
La Lagunita El Salvador;94;Madison, Wisconsin;Apaneca, El Salvador;Medium Light;$18.75/12 ounces;59;79;5.51;18.75;Salvador;Madison, Wisconsin;USA;El Salvador
Kenya Kinuyu AA;95;Sacramento, California;Kirinyaga District, south-central Kenya;Medium Light;$21.00/12 ounces;57;70;6.17;21;Kenya;Sacramento, California;USA;Kenya
Costa Rica Alberto Guardia Venecia Honey;94;Sacramento, California;Central Valley, Costa Rica;Light;$18.50/12 ounces;63;85;5.44;45795;Rica;Sacramento, California;USA;Costa Rica
Nicaragua Cafe Vidita Los Congos Pacamara Natural;95;Boulder, Colorado;Nueva Segovia, Nicaragua;Light;$18.00/12 ounces;63;91;5.29;18;Nicaragua;Boulder, Colorado;USA;Nicaragua
Kenya Kigutha AA;94;Lee, Massachusetts;Kiambu growing region, south-central Kenya.;Medium Light;$17.95/12 ounces;60;78;5.28;17.95;;Lee, Massachusetts;USA;
Panama Altieri Natural Geisha;96;Los Angeles, California;Boquete growing region, western Panama;Medium;$49.95/8 ounces;49;72;22.02;49.95;Panama;Los Angeles, California;USA;Panama
Organic Espresso;94;San Diego, California;Not disclosed.;Medium;$15.00/12 ounces;52;60;4.41;15;;San Diego, California;USA;
Kemgin Ninety Plus;94;Lee, Massachusetts;Wellega, Sidama and Yirgacheffe growing regions, southern and western Ethiopia;Medium Light;$25.95/12 ounces;52;72;7.63;25.95;Ethiopia;Lee, Massachusetts;USA;Ethiopia
Ethiopia Nigusse Lemma;94;Lee, Massachusetts;Limu growing region, western Ethiopia;Medium Light;$16.95/12 ounces;58;76;4.98;16.95;Ethiopia;Lee, Massachusetts;USA;Ethiopia
Panama Don Pepe Estate Geisha Single-Origin Espresso;96;Sacramento, California;Boquete growing region, western Panama;Medium;$19.50/12 ounces;48;59;5.73;45796;Panama;Sacramento, California;USA;Panama
Ichamama Kenya;94;Madison, Wisconsin;Nyeri County, Central Highlands, Kenya;Medium Light;$16.10/12 ounces;56;74;4.73;45673;Kenya;Madison, Wisconsin;USA;Kenya
Las Flores Espresso;95;Madison, Wisconsin;Santa Maria de Dota valley, Tarrazu growing region, Costa Rica;Medium Light;$15.80/12 ounces;57;78;4.64;45884;Rica;Madison, Wisconsin;USA;Costa Rica
El Salvador Finca Medrano Pacamara Nohemi Ventura;94;Seoul, South Korea;Chalatenango growing region, northwestern El Salvador;Light;KRW 40,000/500 grams;62;87;8;;Salvador;Seoul, South Korea;South Korea;El Salvador
Ethiopia Jimma Agaro;95;Columbus, Ohio;Jimma Zone, Oromia State, Ethiopia;Light;$20.00/12 ounces;66;87;5.88;20;Ethiopia;Columbus, Ohio;USA;Ethiopia
Rwanda Silverback Espresso;95;Taoyuan City, Taiwan;Rwanda.;Medium Dark;NT $1,200/16 ounces;43;52;0.22;;;Taoyuan, Taiwan;Taiwan;
Ecuador “Mama Kilya” Espresso;94;Taoyuan City, Taiwan;Ecuador.;Medium Dark;NT $2,000/16 ounces;44;50;0.44;;;Taoyuan, Taiwan;Taiwan;
Ethiopia Hambela;94;Lexington, Virginia;Hambela district, Oromia growing region, southern Ethiopia;Medium Light;$18.95/12 ounces;55;78;5.57;18.95;Ethiopia;Lexington, Virginia;USA;Ethiopia
Kenya Nyeri Peaberry;95;Tulsa, Oklahoma;Nyeri County, Central Highlands, Kenya.;Medium Light;$14.40/12 ounces;55;76;4.23;45761;;Tulsa, Oklahoma;USA;
Panama Lino Esmeralda Geisha Natural;96;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$51.00/8 ounces;67;88;22.49;51;;La Jolla, California;USA;
Ethiopia Sidama Akrabi;94;Lake, Michigan;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$15.00;58;71;;;;Lake, Michigan;USA;
Kenya AA Gakuyuri;94;Jackson, Mississippi;Kirinyaga growing district, south-central Kenya.;Medium Light;$15.25/12 ounces;60;75;4.48;15.25;;Jackson, Mississippi;USA;
Kenya Embu Gakui Peaberry;95;Torrington, Connecticut;Kiambu County, south-central Kenya.;Medium Light;$17.50/12 ounces;54;70;5.14;45794;;Torrington, Connecticut;USA;
Kenya AA Kigwandi Estate;95;Branford, Connecticut;Nyeri County, Central Highlands, Kenya.;Medium Light;$17.99/16 ounces;59;75;3.97;17.99;;Branford, Connecticut;USA;
Ethiopia Yirgacheffe Buna Ababa;94;San Diego, California;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$15.00/8 ounces;57;76;6.61;15;;San Diego, California;USA;
Panama Don Pepe Fully Washed Geisha;96;Sacramento, California;Boquete growing region, western Panama.;Medium Light;$40.00/8 ounces;58;72;17.64;40;;Sacramento, California;USA;
Golden Mean Espresso Blend;94;Newport Beach, California;Not disclosed.;Medium;$14.95/12 ounces;48;60;4.39;14.95;;Newport Beach, California;USA;
Finca La Mula Panama Geisha;97;Madison, Wisconsin;Chiriqui, western Panama.;Medium;$59.95/8 ounces;52;66;26.43;59.95;;Madison, Wisconsin;USA;
S.O. Espresso Brazil Fazenda Santa Ines;94;Ramsey, Minnesota;Carmo de Minas growing region, Minas Gerais State, Brazil.;Medium;$12.95/12 ounces;47;60;3.81;35034;;Ramsey, Minnesota;USA;
Black House;94;San Diego, California;Oromia region, southern Ethiopia, Mandheling growing region, northern Sumatra, Indonesia.;Medium Light;$14.00/12 ounces;55;69;4.12;14;;San Diego, California;USA;
Kenya Gachatha AA;96;Los Angeles, California;Nyeri growing region, south-central Kenya.;Medium Light;$24.95/12 ounces;54;76;7.33;24.95;;Los Angeles, California;USA;
Burundi Kayanza Province Mpanga Washing Station;94;Seattle, Washington;Kayanza Province, northern Burundi.;Medium Light;$21.00/12 ounces;54;74;6.17;21;;Seattle, Washington;USA;
Ethiopia Yirgacheffe Dabub Matebya;94;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$15.00/12 ounces;65;87;4.41;15;;Bedford, New Hampshire;USA;
Yemen Haraaz Red A+;94;Boulder, Colorado;Haraz (also spelled Haraaz) growing region, north-central Yemen;Medium Light;$19.00/8 ounces;54;74;8.38;19;Yemen;Boulder, Colorado;USA;Yemen
El Salvador Finca Loma La Gloria;94;La Jolla, California;El Boqueron, Volcan de San Salvador, El Salvador.;Light;$18.99/12 ounces;78;99;5.58;18.99;;La Jolla, California;USA;
Ethiopia Sidama Ardi;95;Seattle, Washington;Guji Zone, Sidama Province, southern Ethiopia.;Medium Light;$19.00/12 ounces;57;78;5.59;19;;Seattle, Washington;USA;
Ethiopia Washed Limu Gera;94;Chia-Yi, Taiwan;Limu Woreda, southwest Ethiopia.;Medium Light;$17.00/16 ounces;61;79;3.75;17;;Chia-Yi, Taiwan;Taiwan;
Ethiopia Aricha;94;Sacramento, California;Yirgacheffe growing region, southern Ethiopia.;Light;$24.00/16 ounces;62;88;5.29;24;;Sacramento, California;USA;
Ace Espresso;94;Toronto, Ontario, Canada;Kenya, Brazil.;Medium Light;$16.00/16 ounces;55;72;3.53;16;;Toronto, Canada;Canada;
Colombia Special Process Microlot 511 “Memory Orchard” Espresso;94;Taoyuan City, Taiwan;Colombia;Medium;NT $2,000/16 ounces;47;56;0.44;;Colombia;Taoyuan, Taiwan;Taiwan;Colombia
Costa Rica Sonora Bourbon Natural;94;Sacramento, California;Central Valley, Costa Rica.;Light;$19.00/12 ounces;68;92;5.59;19;;Sacramento, California;USA;
The Secret Coffee;94;Taichung, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Light;NTD $600/227 grams;66;99;264.32;;;Taichung, Taiwan;Taiwan;
Panama Finca Hartmann;95;Sacramento, California;Santa Clara, Panama.;Light;$17.50/12 ounces;63;81;5.14;45794;;Sacramento, California;USA;
Sumatra Ulos Batak;94;Sacramento, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$18.00/12 ounces;54;70;5.29;18;;Sacramento, California;USA;
Espresso Blend;94;Hsinchu City, Taiwan;Panama, Sidamo and Yirgacheffe growing regions, southern Ethiopia, Bolivia, Brazil.;Medium;NT $520/225 grams;52;68;231.11;18.34215168;;Hsinchu, Taiwan;Taiwan;
Sillvia Solkiln N2 Level 95;96;Pu’Er, Yunnan Province, China;Silla Del Pando, Volcan, Panama.;Medium Light;RMB $350/75 grams;59;80;466.67;;;Pu’Er, China;China;
Sweet Maria’s Acatenango Gesha;94;Pu’Er, Yunnan Province, China;Acatenango growing region, central Guatemala.;Medium Light;RMB $234/125 grams;60;74;187.2;;;Pu’Er, China;China;
Keremara AA Kenya;95;Lee, Massachusetts;Nyeri growing region, south-central Kenya.;Medium Light;$18.45/12 ounces;60;79;5.42;18.45;;Lee, Massachusetts;USA;
Tchembe Gedeo Ethiopia;94;Lee, Massachusetts;Gedeo Zone, southern Ethiopia.;Medium Light;$30.95/12 ounces;58;72;9.1;30.95;;Lee, Massachusetts;USA;
Ethiopia Yirgacheffe Gedeo;95;Bedford, New Hampshire;Yirgacheffe growing region, south-central Ethiopia.;Light;$14.50/12 ounces;64;94;4.26;45791;;Bedford, New Hampshire;USA;
Finca La Aurora Camilina Geisha;95;Boulder, Colorado;Piedra Candela, Chiriqui Province, far western Panama.;Light;$48.50/8 ounces;62;88;21.38;48.5;;Boulder, Colorado;USA;
Sumatra Lake Toba Peaberry;94;Yorktown Heights, New York;Lake Toba growing region, northern Sumatra, Indonesia.;Medium;$18.00/12 ounces;47;65;5.29;18;;Yorktown Heights, New York;USA;
Sumatra Ulos Batak;94;San Rafael, California;Lintong growing region, North Sumatra Province, Indonesia.;Medium Light;$17.25/12 ounces;56;70;5.07;17.25;;San Rafael, California;USA;
Ethiopian Washed Kochere G1 SO Espresso;94;Kaohsiung City, Taiwan;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$12.00/16 ounces;49;62;2.65;12;;Kaohsiung, Taiwan;Taiwan;
Colombia Granja La Esperanza Grand Cru Mokka;94;Topeka, Kansas;Valle del Cauca growing region, Colombia.;Light;$27.50/12 ounces;65;86;8.08;45804;;Topeka, Kansas;USA;
Panama Esmeralda Geisha;96;Chicago, Illinois;Boquete growing region, western Panama.;Medium Light;$46.00/10 ounces;57;83;16.23;46;;Chicago, Illinois;USA;
Rum-Barrel Conditioned Ethiopia Gelena Abaya;94;Highland Park, New Jersey;Kersa district, Oromia region, southern Ethiopia.;Light;$12.00/8 ounces;65;85;5.29;12;;Highland Park, New Jersey;USA;
Finca La Mula Panama Geisha;96;Madison, Wisconsin;Chiriqui, western Panama.;Medium Light;$49.25/8 ounces;57;81;21.72;49.25;;Madison, Wisconsin;USA;
Milepost Kenya Nyeri Ruarai;94;Floyd, Virginia;Nyeri growing region, south-central Kenya.;Medium Light;$18.00/12 ounces;58;81;5.29;18;;Floyd, Virginia;USA;
Kenya Thiriku;95;Sacramento, California;Nyeri growing region, south-central Kenya.;Medium Light;$17.50/12 ounces;56;77;5.14;45794;;Sacramento, California;USA;
Ari-Ari Seuri-Seuri;94;Paju City (Gyeonggi-do), South Korea;Kenya, Ethiopia.;Medium Light;$12.00/200 grams;56;72;6;0.423280423;;Paju, South Korea;South Korea;
Jazz Apricot (Espresso);94;Taipei, Taiwan;Sidamo and Yirgacheffe, Ethiopia, Kenya, Sumatra.;Medium;NTD $500/16 ounces;50;62;110.23;;;Taipei, Taiwan;Taiwan;
Ethiopia Biloya Organic;95;Olympia, Washington;Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.75/12 ounces;55;75;4.92;16.75;;Olympia, Washington;USA;
Organic Ethiopian Worka Special Prep;94;Driftless, Wisconsin;Yirgacheffe growing region, southern Ethiopia.;Light;$17.75/12 ounces;60;83;5.22;17.75;;Driftless, Wisconsin;USA;
Ethiopia Washed Yirgacheffe Alemu Station;94;Chia-Yi, Taiwan;Yirgacheffe growing region, south-central Ethiopia.;Light;$18.00/16 ounces;65;88;3.97;18;;Chia-Yi, Taiwan;Taiwan;
Kenya Kianjuri AB;94;Boulder, Colorado;Meru County, central Kenya.;Medium;$18.00/12 ounces;53;68;5.29;18;;Boulder, Colorado;USA;
Kenya Nyeri Tambaya Peaberry;94;Seattle, Washington;Nyeri growing region, south-central Kenya.;Medium;$19.50/12 ounces;49;65;5.73;45796;;Seattle, Washington;USA;
Ethiopian Yirgacheffe Idido Natural;94;Boulder, Colorado;Yirgacheffe growing region, southern Ethiopia.;Medium Light;$18.00/12 ounces;58;83;5.29;18;;Boulder, Colorado;USA;
Kenya AA;95;New Taipei City, Taiwan;Central Kenya.;Medium Light;NT$500/8 ounces;56;79;220.46;500;;New Taipei, Taiwan;Taiwan;
Ethiopia Suke Quto Organic;95;Ramsey, Minnesota;Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.;Medium;$14.95/12 ounces;52;65;4.39;14.95;;Ramsey, Minnesota;USA;
Espresso Blend Spring 15;94;New Taipei City, Taiwan;Ethiopia, Sumatra, Central America.;Medium;NT$290/8 ounces;48;54;127.87;290;;New Taipei, Taiwan;Taiwan;
Esmeralda Leon Natural Geisha;96;La Jolla, California;Cañas Verdes, Boquete growing region, western Panama.;Light;$45.00/8 ounces;71;89;19.84;45;;La Jolla, California;USA;
Shilcho Ethiopia, Red Cherry Initiative;94;San Diego, California;Sidamo (also Sidama) growing region, southern Ethiopia.;Medium;$17.00/12 ounces;53;66;5;17;;San Diego, California;USA;
Lomi Tasha Worka, Ethiopia;95;Los Angeles, California;Yirgacheffe growing district, southern Ethiopia.;Light;$25.00/12 ounces;64;85;7.35;25;;Los Angeles, California;USA;
Laura’s Reserve SL-28;94;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium;$35.95/8 ounces;53;68;15.85;35.95;;Holualoa, Hawaii;USA;
Semeon Abay Ethiopia;95;Lee, Massachusetts;Southern and/or western Ethiopia.;Light;;66;84;;;;Lee, Massachusetts;USA;
Kenya Nyeri Rukira AB;95;Chia-Yi, Taiwan;Nyeri County, Central Kenya.;Medium;$20.00/16 ounces;49;66;4.41;20;;Chia-Yi, Taiwan;Taiwan;
Auromar Camilina Geisha;95;Topeka, Kansas;Boquete growing region, western Panama.;Light;$40.00/8 ounces;62;88;17.64;40;;Topeka, Kansas;USA;
Holiday Blend;95;Olympia, Washington;El Salvador, Kenya.;Medium Light;$17.25/12 ounces;59;78;5.07;17.25;;Olympia, Washington;USA;
Ethiopia Wenago Natural;95;Sacramento, California;Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.;Medium Light;$18.00/12 ounces;55;73;5.29;18;;Sacramento, California;USA;
Panama Geisha Holiday Blend;95;Los Angeles, California;Boquete growing region, western Panama.;Light;$24.00/150 grams;67;88;16;0.846560847;;Los Angeles, California;USA;
Panama Esmeralda Especial Geisha Bosque 2;94;Sacramento, California;Boquete growing region, western Panama;Medium;$62.00/8 ounces;50;65;27.34;62;Panama;Sacramento, California;USA;Panama
Gratitude Special Blend;94;Longwood, Florida;Central America.;Medium;$12.50/12 ounces;46;64;3.67;45789;;Longwood, Florida;USA;
Nicaragua Pacamara Reserve Los Congos;94;Boulder, Colorado;San Fernando, Nueva Segovia region, Nicaragua.;Medium Light;$18.00/12 ounces;57;73;5.29;18;;Boulder, Colorado;USA;
Kenya Muthonjo AA;94;Bellingham, Washington;South-central Kenya.;Medium;$16.00/150 grams;49;64;10.67;0.564373898;;Bellingham, Washington;USA;
Ethiopia Ninety Plus Hachira N2;95;Yorktown Heights, New York;Yirgacheffe growing region, southern Ethiopia.;Medium;$30.00/12 ounces;51;67;8.82;30;;Yorktown Heights, New York;USA;
Perci Red Panama Gesha;95;Lee, Massachusetts;Silla Del Pando, Volcan, Panama.;Light;$72.45/12 ounces;74;101;21.3;72.45;;Lee, Massachusetts;USA;
Kenya Karagoto;94;Berkeley, California;Nyeri County, Central Highlands, Kenya.;Medium;$12.99/12 ounces;54;66;3.82;36495;;Berkeley, California;USA;
Nekisse Natural Process Ethiopia;94;Lee, Massachusetts;Sidamo (also Sidama) growing region, southern Ethiopia.;Light;$30.95/12 ounces;64;89;9.1;30.95;;Lee, Massachusetts;USA;
Ethiopia Yirgacheffe Gutiti;94;Ramsey, Minnesota;Kochere, Yirgacheffe growing region, south-central Ethiopia.;Medium;$16.95/12 ounces;52;69;4.98;16.95;;Ramsey, Minnesota;USA;
Ulos Batak Sumatra Peaberry;95;Madison, Wisconsin;Northern Sumatra, Indonesia.;Medium Light;$18.50/12 ounces;54;78;5.44;45795;;Madison, Wisconsin;USA;
Ethiopia Konga;94;Lexington, Virginia;Konga District, Yirgacheffe growing region, southern Ethiopia.;Medium Light;$16.95/12 ounces;56;76;4.98;16.95;;Lexington, Virginia;USA;
Kenya AA Top 405A Espresso;95;Taoyuan City, Taiwan;Central Kenya.;Medium;NTD$ 1600 / 16 ounces;47;62;352.74;;;Taoyuan, Taiwan;Taiwan;
Seasonal Mini-Me Yirgacheffe Washed;94;Kaohsiung City, Taiwan;Yirgacheffe growing region, southern Ethiopia.;Medium;NTD $1000/16 ounces;52;68;220.46;;;Kaohsiung, Taiwan;Taiwan;
Panama Mama Cata Natural;95;Longwood, Florida;Boquete growing region, western Panama.;Medium;$33.95/12 ounces;42;63;9.98;33.95;;Longwood, Florida;USA;
High Mountain Red Bourbon;95;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawaii.;Medium Light;$34.95/8 ounces;61;77;15.41;34.95;;Holualoa, Hawaii;USA;
