coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country
Colombia Tres Dragones Natural;94;Topeka, Kansas;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$25.00/12 ounces;58;76;7,35;25.0;Colombia
Colombia Finca Jardines del Eden Ice Fermentation Natural;94;Yilan, Taiwan;Cauca Department, Colombia;Medium Light;NT $500/100 grams;58;74;500;17.636684303350968;Colombia
Honduras Natural San Vicente Belarmino Contreras Pacas;94;Chia-Yi, Taiwan;Santa Barbara Department, Honduras;Medium Light;NT $275/8 ounces;58;78;121,25;275.0;Honduras
Chasing Horizon Natural Espresso;95;Taoyuan, Taiwan;Ethiopia;Medium;NT $800/8 ounces;48;64;352,73;800.0;Ethiopia
Supernatural;95;Lee, Massachusetts;Sidama Region, south-central Ethiopia;Medium Light;$18.45/12 ounces;56;74;5,42;18.45;Ethiopia
Ethiopia Alemaza Natural SOE;95;Taipei, Taiwan;Sidama Region, south-central Ethiopia;Medium Light;NT $360/8 ounces;58;77;158,73;360.0;Ethiopia
Kona Natural Espresso;95;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$62.95/8 ounces;57;77;27,76;62.95;
Colombia Tres Dragones;95;Jersey City, New Jersey;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$22.50/10 ounces;60;76;7,94;45799,00;Colombia
Colombia Quindio Anaerobic Natural;94;Minneapolis, Minnesota;Quindio Department, Colombia;Medium Light;$30.00/12 ounces;61;79;8,82;30.0;Colombia
Colombia Pink Bourbon;94;Minneapolis, Minnesota;Pitalito, Huila Department, Colombia;Medium Light;$19.00/6 ounces;60;77;11,17;19.0;Colombia
Peru Gesha;94;Manlius, New York;Pacaybamba growing region, Peru;Medium Light;$30.00/12 ounces;60;77;8,82;30.0;Peru
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural;95;New Taipei City, Taiwan;San Lorenzo, Saraguro, Loja, Ecuador;Light;NT $330/113 grams;64;84;292,04;11.64021164021164;Ecuador
Panama Finca Deborah Afterglow Geisha Natural;95;Macao, China;Volcán growing region, Chiriquí Province, Panama;Light;HKD $498/105 grams;62;80;474,29;;Panama
Colombia Exótico De Altura;94;Charlotte, North Carolina;Giraldo, Antioquia, Colombia;Medium Light;$18.00/12 ounces;54;74;5,29;18.0;Colombia
Ethiopia Dawencho 74110 Natural Espresso;94;Taipei, Taiwan;Arbegona, Sidama Region, Ethiopia;Medium Light;NT $620/100 grams;58;77;620;21.869488536155202;Ethiopia
Kenya Nyeri Yerihar AA Top Lot 21/01;94;Douliou City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $450/220 grams;57;78;204,55;15.873015873015872;Kenya
Colombia Wush Wush Dynamic Natural;95;Osaka, Japan;San Augustín, Huila Department, Colombia;Light;$33.00/200 grams;75;93;16,5;1.164021164021164;Colombia
Rwanda Gatare;94;San Diego, California;Nyamasheke District, Western Province, Rwanda;Medium Light;$22.00/12 ounces;58;80;6,47;22.0;Rwanda
Costa Rica Naranjo Danilo Salazar Arias;94;Portland, Maine;Alajuela, Costa Rica;Medium Light;$23.00/12 ounces;60;77;6,76;23.0;Rica
Ethiopia Guji Shakiso G1 Honey;94;Taoyuan, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NT $400/8 ounces;59;77;176,37;400.0;Ethiopia
Yemen Haraaz Red Mahal Aqeeq ul Station Natural;97;Topeka, Kansas;Sharqi, Haraaz, Yemen;Medium Light;$35.00/8 ounces;58;76;15,43;35.0;Yemen
Brazil Fazenda Samambaia Natural Fermentation Arara;95;Chia-Yi, Taiwan;Santo Antônio do Amparo, Minas Gerais State, Brazil;Medium Light;NT $600/8 ounces;58;76;264,55;600.0;Brazil
Costa Rica Canet Musician Series Bach Raisin Honey;94;Taipei, Taiwan;Tarrazu, Costa Rica;Medium Light;NT $550/227 grams;60;77;242,29;19.400352733686066;Rica
Peru Amazonas Los Santos Geisha Natural;95;Taipei, Taiwan;Utcubamba Province, Amazonas region, northern Peru;Light;NT $950/227 grams;64;80;418,5;33.50970017636684;Peru
Ethiopia Odola Washed;95;Bozeman, Montana;Uraga, Guji Zone, Oromia Region, Southern Ethiopia;Light;$18.95/12 ounces;60;82;5,57;18.95;Ethiopia
Minanga Village Sulawesi;94;Madison, Wisconsin;Toraja growing region, south-central Sulawesi, Indonesia;Medium Light;$24.00/12 ounces;54;72;7,05;24.0;Indonesia
Ka‘ū Tropical Punch Washed;94;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58;74;22,05;25.0;
Kenya Peaberry Top Hill Farm Espresso;95;Taiwan;Nyeri growing region, south-central Kenya;Medium;NT $550/200 grams;45;58;275;19.400352733686066;Kenya
Ethiopia Belayneh Bariso Natural;95;Bozeman, Montana;Sidama growing region, southern Ethiopia;Medium Light;$19.50/12 ounces;58;76;5,73;45796,00;Ethiopia
Kona SL34 Champagne Natural Uluwehi Farm;94;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57;74;26,46;30.0;
Yemen Al Mashtal Al Burhani;95;Minneapolis, Minnesota;Haraaz, Yemen;Medium Light;$30.00/4 ounces;58;74;26,46;30.0;Yemen
Ka‘ū Lactic Natural;95;Minneapolis, Minnesota;Ka‘ū, Big Island of Hawai‘i;Medium Light;$30.00/4 ounces;60;77;26,46;30.0;
Colombia Finca El Paraiso Castillo Red Plum;94;Minneapolis, Minnesota;Cauca Department, Colombia;Light;$16.00/4 ounces;62;80;14,11;16.0;Colombia
Ethiopia Guji Uraga Tebe Burku Natural;94;Taipei City, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;NT $350/227 grams;58;74;154,19;12.345679012345679;Ethiopia
British Style Espresso Blend;95;Taipei City, Taiwan;"Panama; Honduras; Ethiopia";Medium;NT $500/227 grams;50;64;220,26;17.636684303350968;Ethiopia
Costa Rica Brunca Rivense Las Moras Black Honey;94;Taipei City, Taiwan;Brunca growing region, Costa Rica;Medium Light;NT $400/ 227 grams;62;76;176,21;14.109347442680775;Rica
Ethiopia Yirgacheffe Hama Washed;94;Taipei City, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $350/227 grams;62;76;154,19;12.345679012345679;Ethiopia
Peru Washed Santa Monica Gesha;96;Chia-Yi, Taiwan;Amaybamba, Cusco, Peru;Medium Light;NT $700/4 ounces;58;77;617,28;700.0;Peru
Taiwan Washed Alishan Ching-Ye Farm SL34;94;Chia-Yi, Taiwan;Alishan, Chia-Yi City, Taiwan;Medium Light;NT $400/4 ounces;56;74;352,73;400.0;Taiwan
Ethiopia Guji Odo Shakiso;94;Harrisonburg, Virginia;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.99/ 12 ounces;60;76;5,29;17.99;Ethiopia
Ethiopia Sidamo Karamo;95;San Diego, California;Sidamo growing region, southern Ethiopia;Light;$26.00/12 ounces;62;80;7,64;26.0;Ethiopia
Gigesa Ethiopia;94;Madison, Wisconsin;Guji Zone, Oromia Region, Ethiopia;Medium Light;$19.00/12 ounces;56;74;5,59;19.0;Ethiopia
Oahu Triple-Bourbon “Sparkling” Yeast Ferment;94;Pahala, Hawai'i;Maunawili growing region, southeastern Oahu, Hawaii;Medium Light;$17.00/4 ounces;54;74;14,99;17.0;Hawaii
Colombia Ibague Tolima;94;San Diego, California;Tolima Department, Colombia;Light;$26.00/12 ounces;64;80;7,64;26.0;Colombia
Kenya Karatu;94;Kiambu County, Kenya;Kiambu County, Kenya;Medium Light;$23.50/12 ounces;60;76;6,91;45800,00;Kenya
Ecuador Taza Dorada Finca Cruz Loma;96;Minneapolis, Minnesota;San Jose de Minas, Pichincha, Ecuador;Medium Light;$140.00/4 ounces;60;77;123,46;140.0;Ecuador
Kona Bourbon Champagne Natural Uluwehi Farm;95;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;57;74;26,46;30.0;
Panama Hacienda La Esmeralda Geisha Washed;95;Yilan, Taiwan;Boquete growing region, western Panama;Medium;NT $800/100 grams;46;60;800;28.21869488536155;Panama
Peru Garden of Eden Farcent Geisha Anaerobic Washed;94;Yilan, Taiwan;Villa Rica District, Pasco Department, Peru;Medium Light;NT $700/100 grams;62;78;700;24.691358024691358;Peru
Pointu Laurina;95;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium;$65.95/8 ounces;46;60;29,08;65.95;
Ecuador Finca Cruz Loma;95;Taoyuan, Taiwan;San Jose de Minas, Pichincha, Ecuador;Medium Dark;NT $3600/100 grams;40;54;3600;126.98412698412697;Ecuador
Aged Sumatra Semiga;94;Minneapolis, Minnesota;Simalungun, Sumatra, Indonesia;Medium Dark;$30.00/12 ounces;40;50;8,82;30.0;Indonesia
Indonesia Sumatra Kerinci Valley;94;San Diego, California;Mount Kerinci Highlands, Sumatra, Indonesia;Medium;$24.50/12 ounces;47;60;7,2;45801,00;Indonesia
Ka’u Classic Dark;94;Pahala, Hawai'i;Ka’u growing region, Big Island of Hawai’i;Medium;$19.95/7 ounces;47;61;10,05;19.95;
Sumatra Boru Batak;95;San Diego, California;Lintongnihuta, northern Sumatra, Indonesia;Medium Light;$17.50/10 ounces;57;79;6,17;45794,00;Indonesia
Barokah Honey Sumatra;95;Madison, Wisconsin;Gunung Tujuh, Kerinci, Sumatra, Indonesia;Medium Light;$19.00/12 ounces;58;80;5,59;19.0;Indonesia
Colombia Finca La Primavera Sidra;96;Minneapolis, Minnesota;Huila, Colombia;Light;$48.00/12 ounces;64;82;14,11;48.0;Colombia
Ethiopia Natural Guji Dasaya SP;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $350/8 ounces;58;78;154,32;350.0;Ethiopia
Ethiopia Anaerobic Shantawene;94;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;58;80;5,88;20.0;Ethiopia
Ethiopia Bensa Asefa Qonqana;94;San Diego, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$26.00/12 ounces;64;86;7,64;26.0;Ethiopia
Ethiopia Durato Bombe;94;Charlotte, North Carolina;Bombe mountains, Sidama Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58;78;5,59;19.0;Ethiopia
Ethiopia Washed Shantawene;94;Manlius, New York;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$20.00/12 ounces;60;78;5,88;20.0;Ethiopia
Indonesia Sumatra Natural Aceh Musara SC19;94;Chia-Yi, Taiwan;Aceh Province, northern Sumatra Indonesia;Light;NT $350/ 8 ounces;62;80;154,32;350.0;Indonesia
Kenya Washed Kabingara AA;94;Chia-Yi, Taiwan;Kirinyaga County, south-central Kenya;Medium Light;NT $360/8 ounces;57;77;158,73;360.0;Kenya
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural;95;New Taipei City, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $750/227 grams;57;77;330,4;26.455026455026452;Kenya
Lugmapata Ecuador;95;Madison, Wisconsin;Pallatanga, Chimborazo Province, Ecuador;Medium Light;$18.00/8 ounces;60;80;7,94;18.0;Ecuador
Red Sunset by Andres Cardona;94;San Diego, California;Santa Bárbara, Antioquia Department, Colombia;Medium Light;$24.00/12 ounces;55;73;7,05;24.0;Colombia
Macarena Colombia;94;Madison, Wisconsin;Piendamó, Cauca Department, Colombia;Medium Light;$18.00/8 ounces;60;78;7,94;18.0;Colombia
Haraaz Red Yemen;94;Madison, Wisconsin;Al Mashtal ul Burhani, Yemen;Medium Light;$25.00/8 ounces;58;78;11,02;25.0;Yemen
El Salvador Anarquia Pacamara;94;Buffalo, New York;Apaneca, El Salvador;Light;$22.00/12 ounces;60;82;6,47;22.0;Salvador
Colombia Sidra Natural Signature Selection;96;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Light;$69.00/6 ounces;62;80;40,56;69.0;Colombia
Colombia Finca El Paraiso Geisha Letty;97;Minneapolis, Minnesota;Cauca, Colombia;Light;$40.00/4 ounces;64;84;35,27;40.0;Colombia
Monarch Estate Pacamara;94;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$40.95/4 ounces;60;80;36,11;40.95;
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry;94;Minneapolis, Minnesota;Holualoa, Kona growing region, Big Island of Hawai’i;Medium Light;$40.00/4 ounces;56;72;35,27;40.0;
Ka’u IPA Natural;95;Minneapolis, Minnesota;Ka’u growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58;78;22,05;25.0;
Ecuador Finca Lugmapata Mejorado;95;Minneapolis, Minnesota;Pallatanga, Chimborazo, Ecuador;Light;$18.00/6 ounces;64;80;10,58;18.0;Ecuador
Shakiso Natural;94;Madison, Wisconsin;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$19.00/12 ounces;58;76;5,59;19.0;Ethiopia
Cerro Azul Geisha Honey Process;94;Madison, Wisconsin;Trujillo, Valle del Cauca, Colombia;Medium Light;$36.00/8 ounces;58;76;15,87;36.0;Colombia
La Esmeralda Diamond Mountain Washed Coffee;94;Tainan City, Taiwan;Boquete growing region, Panama;Medium Light;NT $470/225 grams;60;78;208,89;16.57848324514991;Panama
Karen J Kona Red Bourbon Natural Anaerobic;95;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$49.95/8 ounces;56;76;22,02;49.95;
El Salvador Finca Mileydi Pacamara;95;Floyd, Virginia;Cantón El Tunel, La Palma, Chalatenango, El Salvador;Medium Light;$24.99/12 ounces;60;78;7,35;24.99;Salvador
El Salvador Las Veraneras Red Bourbon;94;Floyd, Virginia;Apaneca Ilamatepec mountain range;Medium Light;$18.99/12 ounces;58;78;5,58;18.99;
Costa Rica Brunca Rivense La Guaca Passion Honey;94;New Taipei City, Taiwan;Brunca Region, Costa Rica;Medium Light;NT$400/227 grams;58;78;176,21;14.109347442680775;Rica
Hunkute by Nordic Approach;94;New Taipei City, Taiwan;Sidama growing region, southern Ethiopia;Light;NT $500/227g;64;88;;;Ethiopia
Schweik’s Blend;94;Chicago, Illinois;Africa;Light;$11.75/10.5 ounces;62;80;3,95;27699,00;Africa
Whiskey Dreams Moka Java;94;Sacramento, California;"Indonesia; Ethiopia";Medium Light;$18.00/12 ounces;58;76;5,29;18.0;Ethiopia
Black Level Blend;94;Tainan City, Taiwan;"Kenya; Colombia";Medium Light;NT $490/150 grams;57;74;326,67;17.28395061728395;Colombia
Karindundu Kenya;94;Madison, Wisconsin;Nyeri County, Kenya;Medium Light;$22.00/12 ounces;58;78;6,47;22.0;Kenya
Colombia Geisha Natural;94;Manassas, Virginia;Tolima Department, Colombia;Medium Light;$34.95/8 ounces;60;76;15,41;34.95;Colombia
Pacas Estate El Salvador Natural;94;Manassas, Virginia;Los Naranjos, Juayua, Sonsonate, El Salvador;Medium Light;$15.99/12 ounces;54;72;4,7;15.99;Salvador
Hunapu Natural Guatemala;94;Madison, Wisconsin;Antigua, Guatemala;Medium Light;$19.00/12 ounces;56;76;5,59;19.0;Guatemala
Kabiufa Papua New Guinea;95;Madison, Wisconsin;Kabiufa, Eastern Highlands, Papua New Guinea;Light;$18.00/12 ounces;60;82;5,29;18.0;Guinea
Ethiopia Natural Sidama TAMIRU 74158;96;Chia-Yi, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NT $400/4 ounces;60;78;352,73;400.0;Ethiopia
Bedhatu Jibicho Natural;95;Madison, Wisconsin;Gedeb District, Gedeo Zone, southern;Medium Light;$20.00/12 ounces;60;76;5,88;20.0;
Ethiopia Natural Guji DoReMi;95;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $210/8 ounces;57;77;92,59;210.0;Ethiopia
Sabana Redonda SL28 Costa Rica;94;Madison, Wisconsin;Sabanilla de Alajuela, Central Valley, Costa Rica;Medium Light;$18.00/8 ounces;58;80;7,94;18.0;Rica
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural;95;New Taipei City, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $475/113 grams;64;82;420,35;16.75485008818342;Ethiopia
Sumatra Siamang Forest;94;Minneapolis, Minnesota;Simalungun, Sumatra, Indonesia;Medium Light;$25.00/12 ounces;54;72;7,35;25.0;Indonesia
Yemen Jabal Nabi Special Reserve;94;Bozeman, Montana;Hayma Dakhiliya growing region, Sana’a Governorate, Yemen;Medium Light;$13.95/4 ounces;57;73;12,3;13.95;Yemen
Kenya Gakuyuini AA;94;Bozeman, Montana;Kirinyaga County, south-central Kenya;Medium Light;$16.95/12 ounces;58;76;4,98;16.95;Kenya
Hacienda Esmeralda Ethiopian Accessions;95;Jersey City, New Jersey;Boquete, Panama;Light;$25.00/8 ounces;62;80;11,02;25.0;Panama
Gelena Geisha;94;Denver, Colorado;Guji Zone, Oromia region, southern Ethiopia;Medium Light;$19.00/12 ounces;60;78;5,59;19.0;Ethiopia
Ethiopia Anaerobic Natural;94;Jersey City, New Jersey;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;$25.00/8 ounces;59;77;11,02;25.0;Ethiopia
Rainy Day Espresso Blend;94;Taoyuan City, Taiwan;"Ethiopia; Costa Rica";Medium Light;NT $350/230 grams;54;72;152,17;12.345679012345679;Rica
Ethiopia Tamiru Tadesse Tesema Anaerobic Natural;95;Yilan, Taiwan;Sidama growing region, southern Ethiopia;Medium Light;NA (available in store only);62;78;;;Ethiopia
Ethiopia Aphrodite Washed Espresso;96;Taoyuan, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium;NT $850/8 ounces;44;60;374,78;850.0;Ethiopia
Kona Tropical Punch Washed;94;Minneapolis, Minnesota;Kona, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;60;76;22,05;25.0;
Ka’u Bourbon Champagne Natural;94;Minneapolis, Minnesota;Ka’u growing region, Big Island of Hawai’i;Medium Light;$30.00/4 ounces;58;76;26,46;30.0;
Cerro Azul Geisha;95;Madison, Wisconsin;Trujillo, Valle del Cauca, Colombia;Medium Light;$30.00/8 ounces;58;80;13,23;30.0;Colombia
Panama Mama Cata Geisha Champagne Natural;95;Minneapolis, Minnesota;Boquete growing region, Panama;Light;$50.00/4 ounces;64;88;44,09;50.0;Panama
Ethiopia Yirgacheffe Worka Sakaro;95;Minneapolis, Minnesota;Gedeb District, Gedeo Zone, southern Ethiopia;Medium Light;$25.00/12 ounces;57;79;7,35;25.0;Ethiopia
El Socorro Maracaturra;95;San Diego, California;Palencia, Guatemala;Medium Light;$26.00/12 ounces;60;74;7,64;26.0;Guatemala
Guatemala Acatenango Gesha;94;San Diego, California;Acatenango, Guatemala;Light;$24.00/8 ounces;62;80;10,58;24.0;Guatemala
Kenya Kirinyaga;94;Chia-Yi City, Taiwan;Kenya;Medium Light;NT $800/16 ounces;60;80;176,37;800.0;Kenya
Hacienda La Esmeralda Montañas 71AS;96;London, England;Boquete growing region, western Panama;Medium Light;£100/150-gram packet;59;77;66,67;;Panama
Kenya Nyeri Gatomboya;94;Martinez, California;Nyeri growing region, south-central Kenya;Medium Light;$12.00/8 ounces;57;77;5,29;12.0;Kenya
Ethiopia Bench Maji Natural Gesha;94;Taoyuan, Taiwan;Bench-Maji Zone, Southern Ethiopia;Light;NT $550/8 ounces;62;80;242,5;550.0;Ethiopia
Panama Hacienda La Esmeralda Gesha;94;Jersey City, New Jersey;Boquete growing region, western Panama;Light;$50.00/6 ounces;64;84;29,39;50.0;Panama
Natural Ka’u Maragogipe;94;Mountain View, Hawai’i;Ka’u growing region, Big Island of Hawai’i;Medium Light;$19.00/4 ounces;62;78;16,75;19.0;
Costa Rica Volcan Azul San Isidro Red Honey;95;Topeka, Kansas;Poás Volcano region, Alajuela Province, Costa Rica;Medium Light;$22.00/12 ounces;58;76;6,47;22.0;Rica
Ethiopia Demeka Becha;96;Floyd, Virginia;Bona Zuria, Sidama Region, Ethiopia;Medium Light;$21.99/12 ounces;60;78;6,46;21.99;Ethiopia
Sweet Holiday Blend;94;Floyd, Virginia;"Colombia; Guatemala; Costa Rica; Ethiopia";Medium Light;$20.99/12 ounces;58;76;6,17;20.99;Ethiopia
Ethiopia Washed Sidama Bensa Bombe;94;Chiya-Yi, Taiwan;Sidama Region, Ethiopia;Light;NT $375/8 ounces;60;82;165,34;375.0;Ethiopia
Panama Abu Geisha Lot 6;95;Branford Connecticut;Cañas Verdes, Boquete growing region, Panama;Medium Light;$75.00/12 ounces;58;80;22,05;75.0;Panama
Panama Finca Mi Finquita Geisha Afrodita Natural;96;Chiya-Yi, Taiwan;Tierras Altas, Chiriquí Province, Panama;Medium Light;NT $1250/4 ounces;59;81;1102,29;1250.0;Panama
Panama El Burro Estate Natural Gesha;95;Chiya-Yi, Taiwan;Potrerillo Arriba, Boquete, Panama;Medium Light;NT $1,400/4 ounces;58;77;0,88;;Panama
Panama La Viuda Natural Geisha 4 Hermanos;94;Chiya-Yi, Taiwan;Jurutungo, Renacimiento, Panama;Light;NT $1,000/4 ounces;60;84;0,88;;Panama
Colombia Huila Finca Monteblanco Rodrigo Sanchez;94;Hong Kong, China;Palestina, Huila, Colombia;Medium Light;;58;78;;;Colombia
Ninety Plus Panama Gesha Estate MS Joseph Brodsky 2307;95;Hong Kong, China;Chiriqui Province, far western Panama;Medium Light;"$280.00/70 grams; $200.00/50 grams";58;82;560;;Panama
Espresso;94;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$62.95/8 ounces;56;80;27,76;62.95;
Kenya Kainamui AB;94;San Diego, California;Kirinyaga County, Kenya;Medium Light;$16.50/250 grams;58;76;6,6;0.582010582010582;Kenya
Kona Mocca®;95;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$89.95/8 ounces;57;78;39,66;89.95;
Karen J Kona Red Bourbon;95;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$49.95/8 ounces;56;78;22,02;49.95;
Ethiopia Olonso Qeka;94;Redding, California;Sidamo (also Sidama) growing region, south-central Ethiopia;Medium Light;$35.00/300 grams;58;80;11,67;1.2345679012345678;Ethiopia
Ethiopia Wate Mini Natural Espresso;94;Taipei, Taiwan;Hambela Dimtu, Guji, Ethiopia;Medium Light;NT $350/227 grams;58;80;154,19;12.345679012345679;Ethiopia
Ethiopia Sidama Bensa Farmer Tamiru 74158 Natural;96;New Taipei City, Taiwan;Sidama growing region, southern Ethiopia;Light;NT $575/4 ounces;64;82;507,05;575.0;Ethiopia
BNT Espresso Blend;94;Nantou, Taiwan;"Ethiopia; Guatemala; Honduras";Medium Light;NT $350/227 grams;56;72;154,19;12.345679012345679;Honduras
Holiday Coffee;96;Holualoa, Hawaii;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$49.95/8 ounces;58;80;22,02;49.95;
Mama Cata Mokkita;97;Minneapolis, Minnesota;Boquete growing region, western Panama;Medium Light;$150.00/4 ounces;57;79;132,28;150.0;Panama
Ethiopia Tamiru Tadesse Anaerobic;96;Big Lake, Alaska;Sidamo (also Sidama) growing region, south-central Ethiopia;Light;$145.00/4 ounces;62;80;127,87;145.0;Ethiopia
